,Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category
17614,7216406,4,0,2,0,55,0,5,17,17,408539,1,1,0,1,0.053571,0.184524,0.761905,6.0
17615,7216479,4,0,2,4,72,0,3,4,4,0,2,1,0,2,0.857143,0.14285699999999998,0.0,1.0
17616,7216488,6,2,2,1,65,0,2,11,11,232522,1,1,0,2,0.0,1.0,0.0,5.0
17617,7216494,0,0,2,4,75,0,3,1,1,0,1,1,0,2,0.5,0.5,0.0,1.0
17618,7216558,4,0,0,0,72,0,2,4,4,50000,1,1,0,2,1.0,0.0,0.0,4.0
17619,7216578,8,2,0,0,73,0,3,3,3,250000,4,5,0,2,0.575758,0.424242,0.0,6.0
17620,7216688,3,0,0,0,51,1,5,9,9,37000,4,2,0,0,0.47674399999999995,0.186047,0.33720900000000004,3.0
17621,7216708,5,2,0,0,65,0,2,11,11,110000,4,4,0,2,1.0,0.0,0.0,5.0
17622,7216785,5,2,0,2,73,0,2,3,3,200000,1,5,0,0,0.0,1.0,0.0,5.0
17623,7216907,5,2,1,0,65,0,2,11,11,25000,1,1,0,1,0.0,1.0,0.0,3.0
17624,7216911,8,2,0,0,73,0,3,3,3,200000,5,5,0,2,0.575758,0.424242,0.0,5.0
17625,7216916,10,0,0,2,44,0,5,32,32,20000,3,1,0,2,0.7298140000000001,0.13664600000000002,0.13354000000000002,2.0
17626,7216944,2,0,0,2,52,0,4,24,24,10000,3,3,0,2,0.800847,0.199153,0.0,2.0
17627,7216992,5,2,0,0,15,0,3,39,39,150000,4,4,0,0,0.0,1.0,0.0,5.0
17628,7219693,0,0,2,4,76,1,2,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0
17629,7219700,0,0,2,4,61,1,4,0,0,0,1,1,0,2,0.0,0.25,0.0,1.0
17630,7219708,0,0,2,4,61,1,4,0,0,0,4,1,0,2,0.0,0.25,0.0,1.0
17631,7219710,2,0,0,2,73,1,3,3,0,2214,3,3,0,2,0.0,0.034483,0.0,1.0
17632,7219724,3,0,0,2,71,1,3,5,5,141544,1,5,0,2,0.0,0.36,0.64,5.0
17633,7219725,3,0,0,2,76,0,2,0,0,10000,1,1,0,2,0.0,0.0,0.0,2.0
17634,7219756,8,2,0,2,62,1,4,3,3,166704,5,4,0,2,0.0,0.04,0.96,5.0
17635,7219808,8,2,2,2,73,1,3,3,2,38617,1,1,0,2,0.0,0.777778,0.0,3.0
17636,7219818,5,2,2,2,44,0,2,32,32,46504,1,1,0,2,1.0,0.0,0.0,3.0
17637,7219820,5,2,2,2,71,0,2,5,5,310029,4,1,0,2,0.0,1.0,0.0,6.0
17638,7219839,5,2,2,2,44,0,2,32,32,46504,1,1,0,2,0.0,1.0,0.0,3.0
17639,7219855,5,2,0,2,41,1,4,29,29,17000,1,4,2,0,0.0,0.7517010000000001,0.248299,2.0
17640,7219858,2,0,1,2,37,1,10,33,31,10526,1,5,1,1,0.0,0.892966,0.042813,2.0
17641,7219880,5,2,0,2,53,0,2,23,23,250000,1,1,0,2,0.0,1.0,0.0,6.0
17642,7219921,2,0,0,2,66,1,4,10,7,30674,4,1,0,2,0.0,0.126316,0.578947,3.0
17643,7219931,2,0,1,2,44,0,5,19,19,26315,1,1,0,2,0.0,0.963731,0.036269,3.0
17644,7219938,5,2,1,2,53,0,4,23,23,200000,3,1,0,2,0.0,0.127193,0.872807,5.0
17645,7219939,5,2,1,2,44,0,4,32,32,100000,2,2,0,2,0.0,0.380062,0.619938,5.0
17646,7219941,8,2,2,2,76,0,2,0,0,155014,1,3,1,2,0.0,0.0,0.0,5.0
17647,7219944,5,2,1,2,66,0,3,10,10,100000,1,1,0,2,0.0,0.010526,0.989474,5.0
17648,7219948,0,0,0,2,74,1,2,2,2,45900,2,5,3,2,0.0,1.0,0.0,3.0
17649,7219962,2,0,0,2,76,1,1,0,0,136000,5,2,0,2,0.0,0.0,0.0,5.0
17650,7219979,7,0,0,2,73,0,2,3,3,140000,4,5,3,2,0.0,1.0,0.0,5.0
17651,7219981,5,2,1,2,46,0,3,30,30,100000,1,1,0,2,0.0,0.00339,0.99661,5.0
17652,7219988,5,2,1,2,60,1,3,15,15,100000,3,4,0,2,0.0,0.006536,0.9934639999999999,5.0
17653,7219989,5,2,1,2,66,0,6,9,9,230000,3,2,0,2,0.0,0.14893599999999999,0.8510639999999999,5.0
17654,7220000,5,2,1,2,32,0,9,40,40,34883,4,1,0,2,0.0,0.9294709999999999,0.070529,3.0
17655,7220012,2,0,1,2,45,0,4,29,29,0,4,5,0,2,0.0,1.0,0.0,1.0
17656,7220019,5,2,0,2,76,0,2,0,0,25000,1,1,0,2,0.0,0.0,0.0,3.0
17657,7220024,3,0,1,2,67,0,2,9,9,50000,1,1,0,2,0.0,1.0,0.0,4.0
17658,7220046,2,0,0,2,73,0,3,3,3,70000,1,1,0,2,0.0,0.04,0.96,4.0
17659,7220071,6,2,0,2,44,0,2,31,31,40000,1,3,0,2,0.0,1.0,0.0,3.0
17660,7220087,7,0,2,2,66,0,2,10,10,31002,1,1,0,2,0.0,1.0,0.0,3.0
17661,7220092,3,0,0,2,65,0,3,11,11,10000,1,3,0,2,0.0,0.839623,0.160377,2.0
17662,7220097,0,0,0,2,74,1,3,2,2,57821,5,4,4,2,0.0,0.045455,0.9545450000000001,4.0
17663,7220107,3,0,1,0,56,0,2,20,20,200000,2,1,0,0,0.0,1.0,0.0,5.0
17664,7220108,2,0,1,2,65,1,3,10,6,9140,4,2,0,2,0.0,0.601942,0.0,1.0
17665,7220127,8,2,1,2,65,0,2,11,11,290697,2,1,0,1,0.0,1.0,0.0,6.0
17666,7220171,5,2,1,0,64,1,2,12,0,39473,4,1,3,1,0.0,0.0,0.0,3.0
17667,7220173,5,2,0,0,63,0,3,13,13,153374,1,5,0,2,0.23199999999999998,0.768,0.0,5.0
17668,7220178,3,0,0,4,44,0,4,32,32,6000,3,2,0,2,0.853583,0.05919,0.087227,1.0
17669,7220182,4,0,1,0,74,0,2,2,2,100000,4,1,0,1,0.0,1.0,0.0,5.0
17670,7220188,5,2,0,2,57,0,2,19,19,30674,1,1,0,2,1.0,0.0,0.0,3.0
17671,7220209,4,0,1,0,67,0,2,9,9,100000,1,1,0,1,0.0,1.0,0.0,5.0
17672,7220219,2,0,2,0,74,0,3,2,0,54000,1,2,0,1,0.052632000000000005,0.0,0.0,4.0
17673,7220243,4,0,2,0,64,0,2,12,12,0,1,1,0,2,1.0,0.0,0.0,1.0
17674,7220267,8,2,0,2,66,0,2,10,10,25000,1,1,0,2,0.0,1.0,0.0,3.0
17675,7220282,2,0,2,2,44,0,3,32,32,50000,3,5,4,2,0.077882,0.922118,0.0,4.0
17676,7220298,0,0,2,0,74,0,3,2,2,310029,1,4,0,1,0.05,0.0,0.95,6.0
17677,7220302,8,2,0,2,44,0,2,32,32,15000,1,1,0,2,0.0,1.0,0.0,2.0
17678,7220309,4,0,0,0,68,0,3,8,8,30000,1,1,0,0,0.036585,0.9634149999999999,0.0,3.0
17679,7220345,4,0,1,1,75,1,3,1,1,30015,1,1,0,1,0.0,0.0,0.583333,3.0
17680,7220355,5,2,2,1,70,0,2,6,6,232522,3,1,0,2,1.0,0.0,0.0,5.0
17681,7220356,0,0,2,0,47,0,3,29,29,200000,5,5,0,0,0.161512,0.8384879999999999,0.0,5.0
17682,7220359,4,0,1,0,75,1,3,1,1,31224,1,4,0,1,0.14285699999999998,0.0,0.857143,3.0
17683,7220361,3,0,2,0,74,0,3,1,1,1000,5,3,0,1,0.0,1.0,0.0,1.0
17684,7220400,7,0,0,2,54,0,2,22,22,5000,2,1,0,1,0.0,1.0,0.0,1.0
17685,7220419,2,0,0,2,67,0,3,7,7,350000,4,4,0,2,1.0,0.0,0.0,6.0
17686,7220443,8,2,0,4,44,0,4,32,32,100000,4,5,0,0,0.05919,0.249221,0.691589,5.0
17687,7220455,0,0,0,0,68,0,2,8,8,150000,1,4,0,2,1.0,0.0,0.0,5.0
17688,7220478,0,0,0,0,65,0,2,10,10,110000,4,4,0,2,1.0,0.0,0.0,5.0
17689,7220509,0,0,0,0,75,1,4,1,1,8500,4,2,0,2,0.0,0.125,0.875,1.0
17690,7220532,5,2,1,2,47,0,4,29,29,35000,1,1,0,2,0.367133,0.024475999999999998,0.608392,3.0
17691,7220558,0,0,1,0,27,0,4,49,49,66000,4,4,0,0,0.028807,0.203704,0.76749,4.0
17692,7220582,7,0,0,2,64,1,7,11,6,10000,1,1,0,2,0.0,0.009091,0.5636359999999999,2.0
17693,7220809,0,0,1,2,55,0,6,18,18,50000,1,2,0,0,0.0,0.022472,0.9775280000000001,4.0
17694,7220823,10,0,2,0,61,0,4,15,15,10000,5,5,0,1,0.85034,0.14966,0.0,2.0
17695,7223216,3,0,0,2,67,0,4,8,8,2155,1,1,0,2,0.0,0.035713999999999996,0.9642860000000001,1.0
17696,7223263,4,0,1,2,46,0,3,30,30,53000,3,3,0,2,0.0,0.009967,0.9900329999999999,4.0
17697,7223304,3,0,1,2,54,0,2,22,22,15000,1,1,0,2,1.0,0.0,0.0,2.0
17698,7223375,3,0,0,2,64,0,2,12,12,5000,1,3,0,2,0.0,1.0,0.0,1.0
17699,7223397,5,2,0,2,63,0,3,13,13,20000,1,1,0,2,0.0,0.024,0.976,2.0
17700,7223399,3,0,0,2,73,1,3,3,3,18160,1,2,0,2,0.0,0.107143,0.892857,2.0
17701,7223405,0,0,0,2,55,0,2,21,21,5000,3,3,0,2,0.0,1.0,0.0,1.0
17702,7223443,2,0,1,2,74,1,3,2,0,22368,3,3,0,2,0.0,0.14285699999999998,0.0,2.0
17703,7223486,5,2,1,2,73,0,2,3,3,26315,4,4,2,2,0.0,1.0,0.0,3.0
17704,7223515,3,0,1,2,53,0,3,22,22,7500,1,1,0,2,0.013513999999999998,0.9864860000000001,0.0,1.0
17705,7223520,2,0,2,2,72,1,3,3,0,626540,1,5,3,2,0.0,0.08823500000000001,0.0,7.0
17706,7223566,5,2,2,0,61,0,3,15,15,1395,1,1,0,0,0.434483,0.565517,0.0,1.0
17707,7223577,3,0,1,0,69,0,2,6,6,24096,3,2,0,0,0.0,1.0,0.0,2.0
17708,7223616,5,2,1,2,75,0,2,1,1,72289,4,3,0,0,0.0,0.0,1.0,4.0
17709,7223643,6,2,2,0,65,0,3,11,11,1000000,5,1,0,2,0.12380999999999999,0.8761899999999999,0.0,7.0
17710,7223645,10,0,2,1,68,1,4,7,4,160000,1,1,0,1,0.0,0.364865,0.202703,5.0
17711,7223664,0,0,2,0,76,0,1,0,0,0,5,1,0,2,0.0,0.0,0.0,1.0
17712,7223666,2,0,1,2,73,0,3,2,2,100000,1,3,0,0,0.5,0.5,0.0,5.0
17713,7223674,5,2,2,0,64,0,2,12,12,100000,3,1,0,2,0.0,1.0,0.0,5.0
17714,7223675,4,0,2,0,73,1,2,3,3,60000,5,3,0,2,0.0,0.0,1.0,4.0
17715,7223680,0,0,1,0,75,0,2,1,1,20000,1,1,0,1,0.0,1.0,0.0,2.0
17716,7223686,6,2,2,0,72,1,4,2,2,237000,2,1,2,1,0.0,0.0,0.8695649999999999,5.0
17717,7223688,5,2,2,3,72,0,2,4,4,99999,5,2,0,2,1.0,0.0,0.0,4.0
17718,7223690,4,0,0,0,56,0,3,20,20,20000,5,4,3,2,0.0,0.739796,0.260204,2.0
17719,7223695,0,0,0,0,56,0,4,19,19,50000,1,1,0,0,0.0,0.844086,0.155914,4.0
17720,7223703,3,0,2,1,52,0,4,21,21,120000,1,1,0,0,0.0,1.0,0.0,5.0
17721,7223708,4,0,2,0,50,0,2,26,26,100000,4,5,0,2,1.0,0.0,0.0,5.0
17722,7223718,3,0,2,1,58,0,4,13,13,105000,1,1,0,0,0.0,1.0,0.0,5.0
17723,7223721,10,0,1,0,56,0,4,20,20,50000,5,1,0,2,0.312821,0.292308,0.394872,4.0
17724,7223758,2,0,0,0,58,0,3,17,17,250000,1,4,3,0,0.0,0.517241,0.482759,6.0
17725,7223790,6,2,2,0,44,0,5,7,7,1000000,1,1,0,1,1.0,0.0,0.0,7.0
17726,7223798,2,0,0,0,74,0,2,2,2,20000,2,5,0,2,0.0,1.0,0.0,2.0
17727,7223827,6,2,1,1,67,0,3,8,8,150000,2,1,0,2,0.97619,0.0,0.023809999999999998,5.0
17728,7223842,0,0,1,0,27,0,2,48,48,60000,1,4,0,2,1.0,0.0,0.0,4.0
17729,7223901,5,2,1,2,44,0,2,32,32,5813,1,1,0,2,0.0,1.0,0.0,1.0
17730,7223939,3,0,1,2,74,0,4,2,2,50000,4,5,0,0,0.15,0.05,0.8,4.0
17731,7224003,5,2,0,2,73,1,4,2,2,34211,1,1,0,2,0.0,1.0,0.0,3.0
17732,7224043,3,0,2,2,74,1,6,2,2,22700,2,1,2,1,0.0,0.44444399999999995,0.555556,2.0
17733,7224078,8,2,0,2,44,0,3,32,32,100000,1,1,0,0,0.065625,0.934375,0.0,5.0
17734,7224099,7,0,0,2,43,0,3,26,26,75000,1,3,0,0,0.0,1.0,0.0,4.0
17735,7224144,3,0,1,0,44,1,5,12,9,500000,1,1,0,0,0.0,0.649573,0.153846,7.0
17736,7224169,2,0,0,0,75,0,2,0,0,15000,1,5,0,1,0.0,1.0,0.0,2.0
17737,7226800,10,0,1,2,20,0,4,55,55,26315,1,1,0,2,0.0,0.998179,0.0018210000000000001,3.0
17738,7226803,2,0,2,2,75,0,1,0,0,155014,1,1,0,2,0.0,0.0,0.0,5.0
17739,7226812,5,2,2,2,73,0,2,2,2,77507,1,1,0,2,0.0,1.0,0.0,4.0
17740,7226838,5,2,0,2,74,1,5,1,1,163180,5,3,1,2,0.0,0.090909,0.636364,5.0
17741,7226871,5,2,1,2,72,1,3,3,3,48192,1,1,0,2,0.0,0.032257999999999995,0.967742,3.0
17742,7226876,5,2,1,2,73,0,3,2,2,174418,4,1,1,2,0.0,0.043477999999999996,0.956522,5.0
17743,7226884,5,2,1,2,50,0,3,25,25,48192,1,1,0,2,0.0,0.004016,0.995984,3.0
17744,7226907,4,0,1,2,35,0,4,41,41,131578,1,1,0,2,0.0,0.002451,0.997549,5.0
17745,7226917,2,0,2,2,50,0,2,25,25,10000,2,2,0,2,1.0,0.0,0.0,2.0
17746,7226945,7,0,0,2,49,0,4,12,12,1730,3,4,0,2,1.0,0.0,0.0,1.0
17747,7226961,0,0,0,2,47,0,4,27,27,30000,2,2,0,2,0.06015,0.93985,0.0,3.0
17748,7226962,0,0,0,2,58,0,3,17,17,30000,3,4,0,2,0.094675,0.905325,0.0,3.0
17749,7226963,5,2,2,2,44,0,2,32,32,25000,3,2,0,2,0.0,1.0,0.0,3.0
17750,7226976,0,0,1,2,75,0,2,0,0,13157,1,5,0,2,0.0,1.0,0.0,2.0
17751,7226981,0,0,0,2,64,0,3,11,11,30000,1,3,0,2,0.140351,0.859649,0.0,3.0
17752,7226986,7,0,0,2,72,0,2,3,3,25000,1,1,0,2,0.0,1.0,0.0,3.0
17753,7226992,5,2,0,2,54,0,8,19,14,15337,1,1,0,2,0.0,0.0053479999999999995,0.748663,2.0
17754,7226996,0,0,0,2,44,0,5,30,30,30000,1,1,0,2,0.053512,0.9464879999999999,0.0,3.0
17755,7227046,5,2,1,2,75,0,3,0,0,15000,1,1,0,2,0.0,0.25,0.75,2.0
17756,7227055,5,2,0,2,74,1,2,2,2,25000,4,2,0,2,0.0,1.0,0.0,3.0
17757,7227063,3,0,0,2,59,0,2,16,16,22500,1,1,0,2,0.0,1.0,0.0,2.0
17758,7227071,6,2,0,2,63,0,2,13,13,30000,2,4,0,2,0.0,1.0,0.0,3.0
17759,7227099,0,0,0,2,66,0,2,10,10,50000,1,3,0,2,0.0,1.0,0.0,4.0
17760,7227131,0,0,0,2,47,0,3,27,27,5000,1,1,0,2,0.0,1.0,0.0,1.0
17761,7227134,2,0,2,1,21,0,10,54,54,36297,1,4,0,1,0.602941,0.165441,0.231618,3.0
17762,7227139,2,0,0,2,58,0,2,17,17,15000,3,3,0,2,0.0,1.0,0.0,2.0
17763,7227208,10,0,1,0,44,1,5,2,1,80000,4,5,0,0,0.0,0.22222199999999998,0.333333,4.0
17764,7227215,3,0,1,0,64,1,3,11,11,52825,2,1,2,1,0.0,0.541284,0.458716,4.0
17765,7227235,3,0,1,2,55,1,4,20,17,50400,4,4,1,0,0.0,0.497537,0.339901,4.0
17766,7227272,7,0,0,0,65,1,5,1,0,53987,1,1,2,1,0.0,0.0,0.28571399999999997,4.0
17767,7227288,2,0,0,0,74,0,2,1,1,25000,1,3,0,0,0.0,0.0,1.0,3.0
17768,7227293,7,0,1,2,40,0,3,35,35,99000,1,4,3,1,0.41193199999999996,0.588068,0.0,4.0
17769,7227297,8,2,2,2,75,0,2,1,1,0,4,5,0,2,0.0,1.0,0.0,1.0
17770,7227302,0,0,0,0,65,0,2,10,10,20000,1,1,0,2,0.0,1.0,0.0,2.0
17771,7227305,6,2,1,0,44,0,4,32,24,200000,1,1,0,0,0.0,0.0,0.760252,5.0
17772,7227308,2,0,0,2,49,0,2,26,26,8000,2,3,0,2,0.0,1.0,0.0,1.0
17773,7227323,2,0,0,0,66,0,2,9,9,0,4,4,0,2,1.0,0.0,0.0,1.0
17774,7227330,5,2,2,1,74,0,2,1,1,50000,1,5,0,1,0.0,1.0,0.0,4.0
17775,7227339,10,0,2,1,74,0,2,2,2,116261,5,5,0,2,0.0,1.0,0.0,5.0
17776,7227341,0,0,0,0,43,0,4,33,33,175000,5,1,4,2,0.0,0.43076899999999996,0.569231,5.0
17777,7227364,4,0,2,1,56,0,2,19,19,0,3,5,0,2,0.0,1.0,0.0,1.0
17778,7227414,6,2,1,0,56,0,2,19,19,200000,1,1,0,2,1.0,0.0,0.0,5.0
17779,7227432,8,2,2,0,70,0,2,5,5,50000,1,1,0,2,0.0,1.0,0.0,4.0
17780,7227438,7,0,1,0,59,0,3,17,17,20000,5,5,0,2,0.721212,0.27878800000000004,0.0,2.0
17781,7227447,8,2,2,2,72,0,2,4,4,50000,1,2,0,2,0.0,1.0,0.0,4.0
17782,7227498,5,2,0,2,44,0,2,32,32,10000,1,5,0,2,0.0,1.0,0.0,2.0
17783,7227502,7,0,1,0,48,0,2,28,28,110000,5,1,0,2,1.0,0.0,0.0,5.0
17784,7227503,2,0,2,1,60,0,6,16,16,300000,1,2,0,2,0.6258060000000001,0.232258,0.14193499999999998,6.0
17785,7227508,5,2,2,0,47,0,3,28,28,500000,3,2,0,2,0.0,0.412811,0.5871890000000001,7.0
17786,7227527,4,0,2,0,52,0,4,23,20,176325,1,1,0,0,0.0,0.549784,0.311688,5.0
17787,7227541,4,0,2,0,26,0,2,49,49,250023,4,1,0,2,0.0,1.0,0.0,6.0
17788,7227553,7,0,2,0,70,0,2,6,6,9851,5,5,0,2,0.0,1.0,0.0,1.0
17789,7227573,8,2,2,0,73,1,2,2,2,134000,5,2,4,2,0.0,1.0,0.0,5.0
17790,7227580,7,0,2,3,29,0,2,46,46,250000,4,2,0,2,1.0,0.0,0.0,6.0
17791,7227581,5,2,2,1,70,0,2,5,5,150000,1,1,0,0,1.0,0.0,0.0,5.0
17792,7227584,0,0,2,2,70,0,2,5,5,30000,1,1,0,1,0.0,1.0,0.0,3.0
17793,7227595,8,2,0,0,68,0,3,8,8,45000,1,5,0,1,0.0,0.012821,0.9871790000000001,3.0
17794,7227596,3,0,1,0,60,0,4,15,15,200000,1,1,0,0,0.30201300000000003,0.328859,0.369128,5.0
17795,7227622,0,0,0,0,72,0,2,3,3,0,3,3,0,2,0.0,1.0,0.0,1.0
17796,7227629,0,0,0,0,72,0,2,3,3,0,1,1,0,2,0.0,1.0,0.0,1.0
17797,7227637,0,0,0,0,72,0,2,3,3,0,3,3,0,2,0.0,1.0,0.0,1.0
17798,7227641,9,3,0,0,53,0,2,22,22,200000,3,1,0,2,1.0,0.0,0.0,5.0
17799,7227644,8,2,0,1,39,0,2,0,0,5000,5,4,0,2,0.0,0.0,0.0,1.0
17800,7227650,3,0,2,4,62,0,2,13,13,109875,1,2,0,2,0.0,1.0,0.0,5.0
17801,7227653,8,2,0,2,51,0,3,24,24,65000,4,3,0,2,0.0,0.008264,0.9917360000000001,4.0
17802,7227656,2,0,2,0,69,0,2,7,7,100000,5,1,0,2,0.0,1.0,0.0,5.0
17803,7227657,6,2,0,0,65,0,4,11,11,29000,1,2,0,2,0.157407,0.518519,0.324074,3.0
17804,7227662,6,2,2,2,56,0,3,19,19,8500,5,2,0,2,0.089474,0.9105260000000001,0.0,1.0
17805,7227675,2,0,0,0,64,0,2,12,12,100000,3,1,0,2,1.0,0.0,0.0,5.0
17806,7227789,4,0,2,0,70,0,2,5,5,4650,1,1,0,1,0.0,0.0,1.0,1.0
17807,7227800,3,0,0,2,55,1,5,20,20,24539,1,1,0,2,0.0,0.79397,0.20603000000000002,2.0
17808,7227814,0,0,2,0,73,0,2,2,2,110000,1,1,0,1,0.0,1.0,0.0,5.0
17809,7227820,7,0,2,0,56,0,3,19,19,77507,1,1,0,1,0.7460319999999999,0.25396799999999997,0.0,4.0
17810,7227853,7,0,1,0,75,0,2,0,0,30000,4,4,0,0,0.0,1.0,0.0,3.0
17811,7227934,10,0,0,0,64,0,3,11,11,100000,4,4,0,0,0.267857,0.732143,0.0,5.0
17812,7230644,2,0,0,2,75,1,1,0,0,161850,1,1,0,2,0.0,0.0,0.0,5.0
17813,7230645,0,0,0,2,75,1,1,0,0,20300,1,1,0,2,0.0,0.0,0.0,2.0
17814,7230674,6,2,0,2,75,1,1,0,0,46760,1,1,2,2,0.0,0.0,0.0,3.0
17815,7230678,3,0,1,2,46,0,4,30,30,100000,5,5,0,2,0.0,0.744108,0.255892,5.0
17816,7230710,3,0,1,2,67,0,3,2,2,100000,3,1,0,2,0.0,1.0,0.0,5.0
17817,7230713,3,0,2,2,53,0,2,22,22,20000,3,3,0,2,0.0,1.0,0.0,2.0
17818,7230740,3,0,2,2,75,1,2,1,1,6200,1,1,0,2,0.0,1.0,0.0,1.0
17819,7230742,5,2,2,2,61,1,3,14,0,93008,1,1,0,2,0.0,0.0070420000000000005,0.0,4.0
17820,7230765,2,0,2,2,40,1,2,35,35,55805,1,5,0,2,0.0,1.0,0.0,4.0
17821,7230791,4,0,2,2,73,1,3,2,2,4124,1,1,0,2,0.0,0.047619,0.9523809999999999,1.0
17822,7230806,5,2,0,2,73,1,3,2,0,71000,1,1,0,2,0.0,0.05,0.0,4.0
17823,7230818,0,0,0,2,62,0,3,13,13,30000,1,1,0,2,0.11194000000000001,0.8880600000000001,0.0,3.0
17824,7230899,5,2,0,2,59,0,5,16,16,30000,4,2,0,2,0.0,0.46875,0.53125,3.0
17825,7230938,3,0,0,2,75,0,2,0,0,70000,1,2,0,2,0.0,0.0,0.0,4.0
17826,7230956,0,0,0,2,48,0,3,27,27,5000,1,1,0,2,0.0,1.0,0.0,1.0
17827,7230968,5,2,1,2,43,0,2,32,32,34883,5,3,0,2,0.0,1.0,0.0,3.0
17828,7230977,7,0,0,2,63,1,4,7,7,20000,1,1,0,2,0.0,0.9285709999999999,0.0,2.0
17829,7230987,3,0,1,2,62,0,3,13,13,73445,4,2,0,2,0.0,0.007519,0.992481,4.0
17830,7231006,10,0,2,2,50,0,3,1,1,77507,1,1,0,2,0.0,1.0,0.0,4.0
17831,7231012,3,0,1,2,61,1,5,9,9,18289,4,1,0,2,0.0,0.8791209999999999,0.120879,2.0
17832,7231013,5,2,1,2,44,0,2,32,32,20000,4,2,0,2,0.0,1.0,0.0,2.0
17833,7231016,5,2,1,2,45,0,2,31,31,34883,1,2,0,2,0.0,1.0,0.0,3.0
17834,7231025,3,0,1,2,71,0,2,4,4,25100,1,1,0,2,0.0,1.0,0.0,3.0
17835,7231046,7,0,1,2,75,1,1,0,0,609,1,1,0,2,0.0,0.0,0.0,1.0
17836,7231059,7,0,1,2,73,1,2,3,3,80000,4,4,2,2,0.0,1.0,0.0,4.0
17837,7231144,2,0,0,1,54,0,3,21,21,250000,5,1,0,0,0.0,0.34928200000000004,0.650718,6.0
17838,7231166,2,0,0,0,72,0,2,3,3,15000,1,1,0,2,1.0,0.0,0.0,2.0
17839,7231172,2,0,1,2,16,0,5,59,59,100000,1,4,0,0,0.573129,0.426871,0.0,5.0
17840,7231221,8,2,0,0,63,0,2,12,12,184049,2,4,0,2,1.0,0.0,0.0,5.0
17841,7231229,5,2,0,0,74,0,2,1,1,120000,1,4,0,2,1.0,0.0,0.0,5.0
17842,7231236,7,0,2,2,69,0,3,6,6,70000,1,1,0,0,0.0,0.034483,0.965517,4.0
17843,7231309,7,0,2,2,57,1,5,12,12,10000,1,1,0,1,0.07438,0.471074,0.454545,2.0
17844,7231378,3,0,0,0,35,1,4,41,41,25000,4,4,2,0,0.0,0.165025,0.834975,3.0
17845,7231411,8,2,2,1,64,0,4,11,11,250000,4,4,0,1,0.241071,0.28571399999999997,0.473214,6.0
17846,7231419,0,0,2,1,64,0,2,0,0,5000,4,5,0,2,0.0,0.0,0.0,1.0
17847,7231423,8,2,0,2,40,0,7,30,30,50000,5,5,0,0,0.688136,0.0,0.311864,4.0
17848,7231439,7,0,2,0,72,0,3,3,3,20000,5,5,0,2,0.034483,0.965517,0.0,2.0
17849,7231449,0,0,2,2,54,0,2,21,21,30000,1,1,0,1,0.0,1.0,0.0,3.0
17850,7231460,2,0,0,0,73,0,2,2,2,120000,2,2,0,2,0.0,1.0,0.0,5.0
17851,7231465,5,2,0,0,67,0,2,9,9,105000,1,1,0,2,0.0,1.0,0.0,5.0
17852,7231469,2,0,0,2,41,0,5,34,34,40000,1,3,0,0,0.040816000000000005,0.80758,0.151603,3.0
17853,7231612,0,0,2,1,55,0,2,20,20,20000,2,1,0,2,1.0,0.0,0.0,2.0
17854,7231633,7,0,2,0,63,0,3,12,12,28000,5,5,0,1,0.0,0.35537199999999997,0.644628,3.0
17855,7231730,4,0,0,0,16,0,4,59,59,150000,1,1,0,2,0.857143,0.14285699999999998,0.0,5.0
17856,7231731,2,0,1,2,49,0,5,27,15,6578,2,2,0,1,0.049056999999999996,0.0,0.516981,1.0
17857,7231737,5,2,2,2,74,1,3,2,2,1140,1,1,0,1,0.0,0.058824,0.941176,1.0
17858,7231840,5,2,0,0,74,0,3,2,2,500000,4,4,0,0,0.0,0.8235290000000001,0.17647100000000002,7.0
17859,7231849,2,0,0,2,70,1,4,5,4,30000,3,4,0,2,0.0,0.686275,0.0,3.0
17860,7234753,0,0,2,2,55,0,2,20,20,10000,1,1,0,2,1.0,0.0,0.0,2.0
17861,7234760,0,0,2,2,75,1,1,0,0,5661,1,1,0,2,0.0,0.0,0.0,1.0
17862,7234771,5,2,1,2,44,0,2,32,32,23255,1,1,0,2,0.0,1.0,0.0,2.0
17863,7234775,5,2,0,2,74,1,3,1,1,18170,1,1,1,2,0.0,0.07142899999999999,0.9285709999999999,2.0
17864,7234791,8,2,1,2,27,0,3,48,48,290697,1,1,0,2,0.8243799999999999,0.17562,0.0,6.0
17865,7234835,3,0,1,2,65,1,3,10,10,52916,1,1,0,2,0.0,0.010309,0.989691,4.0
17866,7234858,2,0,0,2,63,0,3,12,12,23000,3,2,0,2,0.0,0.008333,0.991667,2.0
17867,7234866,2,0,0,2,63,0,3,12,12,15000,1,1,0,2,0.0,0.008333,0.991667,2.0
17868,7234871,5,2,1,2,44,0,2,32,32,58139,1,1,0,2,0.0,1.0,0.0,4.0
